代码,名称,GB2,CLSOE2,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,流动资产,固定资产,无形资产,流动负债,长期负债,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,营业外收支,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,64组换手,64组涨幅,64组振幅,64组总量,64组总额,64组上涨%,MACD,BBI,MA,BIAS,KDJ,W&R,PSY,OBV,ASI,BOLL,VSTD,ADTM,ATR
'300118',东方日升,0.044,10.93,0.09,8.299,0.01 ,-0.255,5.636,1.575,43.416,3.857,25.868,14.562,8.265,1728665,1121732,395903,15621,797443,145296,942739,750519,509688,-23072,-45284,-18189,208101,29419,9427,163,9590,8018,142416,90430,69194,69194,38.61%,-10.07%,16.99%,2671370,309830.28,50,-0.183,11.13,10.96,-2.085,23.715,83.74,33.333,23412732,-1360.162,11.358,15471.635,-0.375,0.31
'000719',中原传媒,-0.08,7.58,0.08,6.917,0.01 ,-0.169,2.689,3.025,63.305,-14.558,2.017,29.016,6.875,1147148,732384,142886,98911,355799,61728,417527,726201,275149,-17284,-6438,-25472,158743,44366,7886,231,8117,7747,327962,102320,66715,66715,22.41%,-21.26%,24.88%,1495034,124523.05,51.56,-0.238,7.538,7.442,-9.793,29.085,99.225,50,13802323,-1241.309,7.841,12034.689,-0.592,0.85
'000635',英 力 特,-0.163,11.92,0.123,9.967,0.01 ,0.245,6.198,2.414,86.379,-26.375,-18.272,20.012,9.967,349735,147968,186222,7990,45268,2368,47637,302099,187857,7416,-25009,-17593,39986,7344,5011,-19,4992,3717,73163,30309,30309,30309,49.74%,-32.62%,46.73%,1507558,193758.11,42.19,-0.4,11.517,11.486,-21.844,47.109,98.209,41.667,25654526,-2202.244,11.929,15971.387,-0.567,2.91
'300103',达刚路机,-0.206,10.74,0.0302,2.822,0.01 ,-0.0533,0.672,0.996,86.447,66.27,30.108,21.489,2.822,103686,89293,11029,1240,13476,576,14052,89633,31924,-1694,-26298,-28253,7258,1472,1127,0,1127,958,31622,31760,25124,25124,29.74%,-40.59%,41.20%,747179,122753.9,35.94,-0.548,10.589,10.268,-24.045,27.291,99.036,33.333,13022724,-670.181,11.367,11747.073,-0.533,2.93
'002509',天广中茂,-0.365,4.42,0.02,2.049,0.01 ,-0.129,0.491,0.529,58.643,0.278,6.491,33.693,2.047,870774,591170,85950,18641,229961,125375,355336,510648,122469,-32079,-654,-13181,40933,13471,5884,-10,5874,5416,131845,249249,164513,164513,147.92%,-71.03%,74.92%,24334478,1286985.13,31.25,-0.7,4.259,4.112,-35.936,12.698,97.951,16.667,9580720,-140.917,4.617,85455.898,-0.448,1.79
'300390',天华超净,-0.196,10.58,0.0219,2.404,0.01 ,0.0202,0.81,0.538,83.481,13.282,5.955,24.274,2.37,100438,42413,25753,3952,14514,620,15135,83846,27893,695,-813,-1891,16985,3948,1120,12,1132,756,19574,34455,16879,16879,707.32%,22.21%,116.92%,11938710,1210761.75,54.69,-0.031,9.899,9.912,-19.529,45.224,95.302,50,3370485,-637.084,10.146,83334.344,-0.288,2.63
'300339',润和软件,0.129,12.32,0.06,5.725,0.01 ,-0.498,3.598,1.067,72.247,21.994,65.881,27.871,5.71,631078,286648,60512,9150,129741,45315,175056,455935,286546,-39701,-9085,31782,56932,15469,4672,7,4679,4516,84971,79641,51568,51568,174.19%,21.20%,53.26%,8982867,1042690.06,51.56,0.312,12.319,12.504,-7.388,48.688,77.966,33.333,6386551,-647.46,11.999,132148.75,-0.089,0.94
'002230',科大讯飞,-0.092,38.39,0.0394,3.69,0.01 ,-0.303,2.202,0.842,59.64,10.826,63.249,47.9,3.665,1311807,670958,149400,115997,405306,99132,504438,782363,527894,-63182,-43373,-78637,139777,66112,8059,4091,12150,8199,189205,208248,181510,181510,117.78%,-9.44%,34.18%,21377992,11979891,59.38,-0.714,36.351,36.209,-13.304,48.081,96.283,58.333,42385888,-1015.928,37.21,162948.438,-0.349,7.11
'002824',和胜股份,-0.107,14.83,0.04,4.139,0.01 ,0.115,1.821,1.157,85.766,-58.047,9.376,15.689,4.116,86859,50587,25462,5336,12008,304,12311,74495,32775,2061,-2120,2703,20567,3091,916,-11,905,786,20831,18000,7404,7404,260.21%,-12.87%,40.45%,1926711,301267.28,51.56,-0.358,14.578,14.698,-13.499,48.742,90.244,50,1703430,-72.361,15.02,11747.342,-0.347,2.42
'300305',裕兴股份,-0.049,6.863,0.0531,4.985,0.01 ,-0.0362,2.02,1.489,92.294,28.223,25.777,15.385,4.984,157738,120446,25377,1252,10383,1772,12155,145582,58326,-1045,-2928,-1034,15356,2276,1792,1,1793,1533,44646,28875,22960,22960,48.06%,-15.60%,21.07%,1103527,76693.2,56.25,-0.075,6.715,6.748,-13.429,51.017,98.391,58.333,2375953,-767.259,6.814,8720.151,-0.592,1.023
'300187',永清环保,0.089,9.5,0.0267,2.533,0.01 ,0.0946,0.609,0.859,44.919,8.506,-36.277,30.949,2.524,365607,201025,36119,70570,176161,16879,193040,164227,39452,6129,-7875,25746,14549,4449,1775,54,1829,1734,55707,64822,59581,59581,23.52%,-16.86%,21.94%,1401102,147630.36,45.31,-0.264,9.699,9.558,-2.578,45.301,74.324,41.667,6508950,-753.086,10.106,5210.439,-0.513,0.32
'002130',沃尔核材,-0.075,5.53,0.023,2.18,0.01 ,0.0385,0.173,0.929,41.878,114.051,17.266,29.444,2.155,663211,235314,149769,20103,268173,113752,381925,277739,21849,4858,-14604,27138,56340,16117,2733,160,2894,2917,119741,126232,94410,94410,56.13%,-19.74%,29.89%,5299528,294216.09,46.88,-0.089,5.312,5.264,-17.718,23.566,98.742,33.333,50193576,-489.809,5.418,138854.563,-0.602,1.2
'600891',秋林集团,-0.027,6.18,0.05,4.957,0.01 ,0.268,2.429,1.383,54.686,-41.512,122.67,3.716,4.934,559854,477506,18414,7597,137024,114824,251848,306159,150008,16541,914,7370,290882,10448,4244,102,4346,3228,85446,61759,38406,38406,55.50%,-21.28%,23.03%,2131402,136774.66,48.44,-0.123,6.098,6.046,-11.184,48.843,100,41.667,33326108,-1050.912,6.277,4299.206,-0.351,0.78
'300082',奥克股份,-0.104,5.822,0.045,4.255,0.01 ,-0.387,2.537,0.597,47.103,19.69,19.039,8.344,4.094,614846,295586,199248,38777,250310,46176,296485,289611,172685,-26377,-965,-6165,122829,9828,3832,23,3855,3050,40658,68067,67392,67392,26.33%,-23.50%,30.23%,1774145,113215.8,51.56,-0.173,5.748,5.708,-14.709,39.397,97.642,50,8535583,-919.875,5.959,8598.438,-0.681,0.962
'002714',牧原股份,0.004,28.389,0.12,8.989,0.01 ,-0.185,3.336,4.32,48.415,-79.995,40.028,13.066,8.873,2658833,969577,1134459,35239,1047467,324102,1371568,1287265,386490,-21419,-348479,-152401,275553,35459,14443,-840,13604,13604,500499,115846,59685,59685,49.73%,-23.88%,28.98%,2968170,1454886,48.44,-0.154,26.603,26.663,-15.26,55.618,95.617,66.667,6963504,-194.679,26.848,12676.741,-0.182,5.999
'600589',广东榕泰,-0.105,5.44,0.046,4.402,0.01 ,-0.134,1.843,1.356,60.258,12.281,14.415,24.127,4.393,515279,255222,89536,22931,175118,29373,204491,310495,129971,-9431,-249,-82354,35780,8598,3775,0,3775,3268,95643,70531,66158,66158,37.95%,-24.52%,32.40%,2510637,140461.5,45.31,-0.094,5.352,5.338,-19.963,36.28,97.887,41.667,40144268,-1274.525,5.449,18825.072,-0.549,1.16
'002484',江海股份,-0.068,8.08,0.0407,3.779,0.01 ,0.0255,1.692,0.877,80.101,13.75,22.053,23.962,3.774,392663,267423,64979,10848,61729,4844,66573,314527,137956,2079,-14723,-13434,40899,9407,4227,-1,4226,3321,78055,81516,76050,76050,46.52%,-24.82%,33.37%,3537753,279798.97,46.88,-0.029,7.659,7.76,-19.054,47.373,96.789,50,11048675,-569.315,7.591,50836.289,-0.238,1.82
'600640',号百控股,-0.188,12.71,0.0577,5.454,0.01 ,0.698,2.995,1.157,69.997,-26.447,-33.593,29.263,5.213,620041,480486,79231,17867,130958,2200,133158,434008,238344,55530,-202662,-147133,83296,23796,6074,-12,6062,4590,92093,79570,58940,58940,34.14%,-34.10%,39.46%,2012023,277756.84,50,-0.548,12.489,12.184,-18.877,21.928,99.083,33.333,36585352,-3063.123,13.304,15083.397,-0.736,2.78
'002513',蓝丰生化,-0.176,8.88,0.08,7.527,0.01 ,-0.382,5.327,1.023,60.971,30.675,16.809,28.897,7.474,419849,129702,167125,10236,136585,27276,163861,255988,181164,-12991,-2292,-2180,45074,12692,3005,246,3251,2690,34773,34009,25441,25441,62.74%,-34.26%,38.32%,1596258,147404.84,51.56,-0.21,8.48,8.458,-22.096,51.882,97.222,50,4263853,-1032.982,8.62,11520.748,-0.423,2.31
'002124',天邦股份,-0.187,5.86,0.0277,2.573,0.01 ,0.0013,0.851,0.683,59.251,-38.966,51.036,19.044,2.419,516548,206773,145837,11394,207208,1744,208952,306060,137314,149,-41385,16846,84330,15813,3714,-190,3524,3218,86919,115963,79052,79052,35.86%,-37.28%,41.50%,2834656,262257.56,35.94,-0.152,5.446,5.421,-25.55,57.348,98.901,41.667,14652683,-444.073,5.611,10128.275,-0.689,1.82
'000587',金洲慈航,-0.372,6.86,0.05,4.482,0.01 ,-0.416,2.236,1.228,25.286,-7.745,54.172,4.276,4.451,3764199,1917377,5587,643,1963198,799753,2762951,951800,474906,-88353,-87273,-10017,433820,17661,10908,4474,15382,10001,260784,212375,121301,121301,93.91%,-49.15%,53.38%,11391340,778841.38,42.19,-0.308,6.422,6.266,-43.446,28.099,97.245,41.667,29913136,-544.724,6.897,165223.594,-0.833,3.35
'300523',辰安科技,0.114,59.87,0.06,5.975,0.01 ,-0.231,2.803,2.074,67.061,169.551,259.927,53.799,5.931,131097,110210,12803,2631,29755,6462,36217,87915,40365,-3329,-1794,-10171,10363,5455,1085,30,1115,921,31737,14400,10263,10263,81.15%,30.98%,68.79%,832802,468665.06,59.38,1.208,63.274,63.514,-1.803,48.422,54.115,50,289330,-390.456,63.152,5077.743,-0.198,4.55
'600691',阳煤化工,0.015,3.22,0.0229,2.203,0.01 ,0.113,1.692,-0.532,9.137,85.953,6.581,11.333,2.07,4234852,1715313,2018921,175781,3194700,464828,3659528,386961,297271,19942,-25460,16330,517268,55402,9782,940,10722,4024,-93413,175679,175639,175639,74.08%,-9.54%,26.46%,13011384,435372.25,46.88,-0.058,3.196,3.166,-7.596,38.285,97.778,41.667,31758154,-525.967,3.28,36658.289,-0.434,0.29
'000705',浙江震元,-0.075,7.57,0.0434,4.182,0.01 ,-0.153,1.606,1.197,64.78,32.049,13.511,19.336,4.155,215697,122613,53669,7861,70774,3135,73909,139729,53672,-5107,-289,-5634,70858,13315,1648,-2,1646,1449,39988,33412,28193,28193,66.79%,-12.69%,30.21%,1882920,143540.75,54.69,-0.065,7.494,7.554,-16.729,30.896,99.087,50,29494542,-1127.754,7.612,41791.16,-0.28,1.26
'300461',田中精机,-0.111,29.347,0.0292,2.786,0.01 ,-0.2,2.276,0.379,27.663,-52.758,31.4,36.174,2.786,129556,70854,7290,4212,65796,17669,83465,35839,31012,-2535,-1746,-4567,12044,4310,1119,-2,1117,371,8801,12698,9302,9302,40.17%,-12.89%,41.45%,373668,196000.41,45.31,-0.619,28.459,28.444,-12.268,38.691,96.405,33.333,654488,-459.929,29.419,2869.098,-0.405,4.747
'603920',世运电路,-0.154,15.98,0.06,5.888,0.01 ,0.213,3.273,1.413,75.4,-49.963,18.903,21.15,5.888,313749,224707,70022,1799,75699,1482,77181,236568,131502,8569,36786,43605,46771,9582,2993,19,3012,2480,56783,40180,12821,12821,187.25%,-21.37%,31.73%,2400711,399551.72,51.56,-0.49,15.474,15.214,-14.51,33.245,96.92,50,176007,-359.906,16.326,15351.343,-0.552,3.07
'601011',宝泰隆  ,-0.13,7.07,0.038,3.588,0.01 ,0.113,1.972,0.596,57.453,177.361,34.052,26.162,3.584,1006262,233088,184779,55945,256666,99382,356048,578131,317786,18285,-11466,-6413,81292,19864,8015,-142,7873,6043,96085,161115,136750,136750,107.32%,-22.07%,37.20%,14675348,1083023,48.44,-0.159,6.842,6.836,-19.932,45.937,98.352,41.667,53498624,-458.641,6.99,69177.219,-0.595,1.59
'002129',中环股份,-0.083,10.72,0.0473,4.22,0.01 ,0.0993,2.595,0.596,35.838,19.437,68.908,20.248,4.117,3327755,1167671,1068712,79983,1050891,912605,1963495,1192601,686275,26259,-195724,-90853,280177,55364,18095,292,18388,12497,157623,264424,264424,264424,220.70%,-25.32%,41.00%,58358404,5893928,46.88,0.061,10.381,10.404,-23.588,32.578,97.739,41.667,51934884,-773.34,10.353,726246.375,-0.11,2.76
'002775',文科园林,-0.042,16.55,0.0497,7.311,0.01 ,-0.739,4.008,2.146,51.733,48.611,43.412,16.964,7.281,294142,223586,2441,11386,127699,14274,141973,152169,53583,-23691,-655,-5291,41445,6760,1925,5,1930,1594,68808,32059,15687,15687,123.70%,-27.15%,28.60%,1940491,340129.88,43.75,-0.256,16.206,16.15,-19.82,42.106,99.301,41.667,2200935,-325.608,16.545,16926.59,-0.593,3.5
'002482',广田集团,-0.185,7.36,0.05,4.388,0.01 ,-0.271,1.507,1.678,41.283,28.073,24.997,11.124,4.284,1633921,1299385,8158,3391,860469,79093,939563,674536,231691,-41671,-37968,-29416,232878,25182,6672,1492,8164,7241,257981,153728,131294,131294,26.76%,-28.92%,39.33%,3513861,278797.09,46.88,-0.28,7.218,7.108,-22.998,35.926,99.545,41.667,8610164,-710.632,7.63,13169.841,-0.777,1.84
'000565',渝三峡Ａ,-0.209,6.05,0.03,2.411,0.01 ,-0.17,0.142,0.985,71.224,-34.952,-83.937,20.874,2.411,148000,73497,24653,2161,29181,13407,42588,105412,6152,-7386,-3323,-16314,15082,2940,1256,-26,1229,1107,43591,43359,43359,43359,58.31%,-29.33%,45.71%,2528198,167814.47,50,-0.208,5.885,5.832,-23.22,43.143,98.305,50,30903440,-1157.299,6.139,6695.631,-0.529,1.55
'002638',勤上股份,-0.269,4.6,0.04,3.437,0.01 ,-0.0362,2.28,0.115,74.715,24.752,3.656,27.443,3.419,698521,381740,26243,8984,157946,12004,169950,521897,346215,-5493,6263,9835,31752,8575,6058,-64,5994,5474,17420,151869,97937,97937,124.29%,-33.19%,61.28%,12172120,631974.94,45.31,-0.243,4.457,4.308,-28.283,19.513,98.907,16.667,16881288,-284.079,4.792,27709.49,-0.638,1.48
'603556',海兴电力,-0.191,20.562,0.0997,9.286,0.01 ,-0.0384,5.022,3.221,74.674,-63.88,-6.313,41.155,9.283,631360,556555,39423,16687,135876,23332,159208,471461,260248,-1904,-35656,-43234,49677,19144,5791,51,5842,4940,171023,49542,16775,16775,39.44%,-33.41%,36.04%,661632,209982.41,46.88,-1.451,20.914,20.411,-11.369,37.305,96.795,41.667,55086,-709.569,22.836,6981.762,-0.784,2.562
'600568',中珠医疗,-0.34,6.49,0.0317,3.037,0.01 ,-0.124,1.5,0.496,82.17,0.291,4.225,53.573,3.026,736526,481908,44177,18638,82579,32717,115297,605200,298951,-24686,-2016,-18169,25015,12670,8025,111,8135,6311,98901,199287,166907,166907,57.20%,-52.92%,61.33%,9547781,687822.63,39.06,-0.397,6.595,6.348,-46.67,8.351,97.674,16.667,23122960,-283.719,7.257,102694.297,-0.894,3.12
'002089',新 海 宜,0.122,5.91,0.0132,1.279,0.01 ,0.007,0.0166,0.2,39.791,39.725,-67.339,28.596,1.277,441943,152293,83957,11523,201872,48412,250285,175853,2288,963,907,-10486,9019,2412,1455,46,1501,1821,27435,137467,97475,97475,86.01%,8.42%,22.94%,8384098,499742.28,45.31,-0.025,5.968,5.938,1.995,62.408,23.913,33.333,25952800,-393.314,6.077,39800.563,-0.295,0.26
'603580',艾艾精工,-0.067,21.014,0.0422,3.957,0.01 ,0.0401,1.282,1.502,88.002,-24.8,14.968,44.873,3.956,43106,33121,8073,1544,3934,771,4705,37934,14631,374,-299,15,3984,1749,580,0,580,394,15020,9334,3016,3016,230.61%,-11.77%,31.10%,695600,196879.98,53.13,-0.145,20.315,20.333,-17.917,50.543,94.068,50,131431,23.068,20.667,2133.199,-0.594,4.504
'002381',双箭股份,-0.055,7.58,0.04,3.887,0.01 ,0.189,1.547,1.119,81.907,87.376,9.454,20.329,3.836,208576,150777,34059,2602,37762,50,37812,170837,66308,8089,-4499,3126,30405,6054,2039,39,2078,1775,52228,42850,23240,23240,53.34%,-14.88%,31.40%,1239739,92894.02,53.13,-0.122,7.13,7.076,-12.999,38.159,96.078,41.667,13853398,-904.251,7.323,18044.83,-0.448,1.46
'600936',广西广电,-0.101,5.77,0.03,2.214,0.01 ,0.04,0.65,0.432,49.049,-23.536,15.209,20.638,1.816,754375,196046,340565,29040,262010,122240,384250,370013,108625,6679,-41365,5744,58841,12045,4674,48,4721,4721,72134,167103,119598,119598,19.19%,-25.47%,27.06%,2294693,137032.69,43.75,-0.119,5.601,5.572,-16.093,52.821,96.581,50,-3102843,-247.502,5.734,9061.255,-0.6,1.1
'601766',中国中车,-0.127,7.56,0.04,4.277,0.01 ,-0.327,1.416,1.754,32.961,10.358,-1.993,22.726,4.27,37238832,25190632,5620559,1752736,20360376,2546749,22907126,12274205,4063667,-938900,-432014,-1911567,3292291,714187,163448,32475,195923,127070,5034628,2869887,2728876,2291769,9.43%,-26.46%,27.54%,21609886,1983071.38,34.38,-0.46,7.733,7.558,-1.542,23.467,93.333,50,133549600,-723.595,8.333,97334.969,-0.782,0.16
'600135',乐凯胶片,-0.249,9.192,0.0475,4.571,0.01 ,-0.0919,2.413,0.75,74.022,-33.63,3.362,13.347,4.571,230337,168892,38467,13138,56111,2110,58220,170501,89990,-3429,20195,16140,47033,6051,1996,16,2013,1771,27977,37299,37299,37299,149.62%,-28.24%,64.02%,5580624,576299.38,57.81,-0.371,8.916,8.832,-21.183,50.694,97.583,50,47246116,-2310.844,9.41,16675.389,-0.726,2.232
'002291',星期六,-0.143,6.16,0.0482,3.786,0.01 ,0.0297,2.379,0.218,45.486,66.669,-8.687,54.609,3.651,332038,262731,11704,3390,132823,45753,178576,151029,94892,1186,-5893,12770,36138,19314,2329,30,2359,1924,8700,39892,36335,36335,70.29%,-29.50%,41.75%,2553861,161729.13,42.19,-0.136,5.823,5.822,-20.455,49.587,98.864,33.333,9159126,-949.674,5.925,26941.1,-0.58,1.52
'600376',首开股份,-0.038,8.3,0.0875,7.891,0.01 ,-0.338,2.971,3.176,11.776,105.475,46.28,19.784,7.864,25365508,23085922,81001,7873,11007791,9648658,20656448,2987180,766313,-87119,-20057,591657,614958,95163,47866,326,48192,32919,974046,257957,254581,254581,12.56%,-30.40%,33.16%,3196767,287096.69,40.63,-0.082,8.042,8,-18.671,32.647,97.059,50,66120112,-865.017,8.105,22004.854,-0.258,1.79
'002202',金风科技,-0.176,12.83,0.0625,6.006,0.01 ,-0.444,2.299,2.399,32.046,32.716,7.695,36.029,5.988,7131609,3146159,1887520,242591,2740801,2019942,4760743,2285357,817481,-157887,-85130,-285316,385969,137691,28430,-170,28260,23973,853308,355620,345483,280477,49.77%,-33.76%,37.25%,13960097,2246075,46.88,-1.005,13.065,12.48,-6.015,13.532,99.698,25,86338464,-1937.344,14.312,85844.734,-0.687,1.07
'000861',海印股份,-0.049,2.78,0.02,1.452,0.01 ,0.0484,0.0099,0.378,29.01,0.532,28.026,37.511,1.175,1196644,685739,10585,1811,417236,402925,820161,347146,2217,10892,-45284,-31449,62047,21172,8088,-65,8022,3570,85059,224988,187212,187212,15.60%,-15.25%,29.79%,2921171,84607.31,43.75,-0.053,2.728,2.714,-12.347,43.487,95.745,33.333,35770932,-672.602,2.786,22859.596,-0.515,0.41
'300358',楚天科技,-0.12,12.07,0.05,4.879,0.01 ,-0.0367,2.56,1.46,59.844,-6.88,37.719,34.936,4.877,391464,251416,61306,13094,144814,12383,157197,234267,122903,-1762,-8049,-7447,34388,11766,2415,116,2531,2395,70102,48015,15031,15031,102.19%,-18.30%,33.33%,1535917,182903.09,51.56,-0.161,11.591,11.638,-18.346,53.303,94.118,33.333,4374818,-942.561,11.865,14441.162,-0.572,2.74
'002748',世龙实业,-0.176,11.59,0.05,4.683,0.01 ,-0.155,1.386,1.972,85.603,-81.59,-9.454,17.999,4.683,136892,57394,61441,6001,16418,3291,19709,117183,33256,-3712,-2238,-5813,30292,5284,1449,-30,1419,1200,52131,24000,24000,24000,52.82%,-30.50%,53.51%,1267739,164040.05,51.56,-0.391,11.171,11.146,-21.495,53.529,92.308,41.667,3983652,-845.699,11.569,5651.46,-0.721,3.03
'002023',海特高新,0.364,11.99,0.0474,4.616,0.01 ,0.0435,2.491,0.726,54.278,229.909,0.957,40.838,4.516,643676,226525,227333,23521,68839,178048,246887,349376,188556,3289,165,24603,10317,4088,3073,57,3130,3586,54970,75679,65928,65928,312.01%,47.98%,75.77%,20570540,2292744.25,59.38,0.526,11.986,12.142,2.692,45.935,59.341,50,42973336,-1273.347,11.385,198488.875,0.46,0.77
'002474',榕基软件,-0.083,9.24,0.0234,2.305,0.01 ,-0.0527,0.594,0.603,55.576,34.255,7.718,35.404,2.304,259129,196923,3290,12432,106925,7252,114177,144015,36936,-3281,5068,2673,15497,5445,1655,-170,1485,1458,38141,62220,46914,46914,252.43%,1.83%,68.06%,11842656,1148672.13,56.25,-0.186,9.362,9.12,-15.216,24.862,94.444,41.667,54361952,-825.541,9.941,47945.629,-0.27,1.58
'600360',华微电子,-0.146,7.65,0.03,2.851,0.01 ,0.0899,0.713,1.054,50.318,72.067,12.531,21.035,2.851,425853,276920,109777,12574,173681,39265,212947,214282,53575,6760,-803,14939,39584,7754,2368,93,2461,2170,79202,75159,73828,73828,304.22%,-0.16%,55.87%,22459580,1799374.13,48.44,-0.14,7.661,7.54,-16.089,26.494,96.491,33.333,72712256,-770.274,8.02,79415.547,-0.51,1.35
'300247',乐金健康,0.121,5.24,0.0312,3.025,0.01 ,-0.0751,1.674,0.369,80.467,52.895,17.15,28.329,3.018,305441,128929,32340,9369,53174,4259,57433,245780,134658,-6045,2945,131,26173,7056,2611,280,2891,2511,32122,80454,57003,57003,148.69%,-3.33%,31.85%,8475597,456228.41,48.44,-0.007,5.266,5.284,-1.23,37.041,77.419,33.333,9024242,-252.479,5.276,24191.137,0.312,0.31
'600258',首旅酒店,0.159,24.383,0.077,7.51,0.01 ,0.227,4.835,1.438,44.859,116.562,0.621,94.528,5.387,1653270,190216,246668,396625,345570,535225,880795,741645,489651,22215,-25077,-24761,192446,180544,15371,165,15536,7539,147263,97889,62461,62461,61.79%,-6.74%,29.76%,3859553,1153191.25,46.88,-0.029,23.895,24.321,1.157,81.586,12.128,58.333,12963699,-2077.246,23.479,29282.775,0,0.46
'603577',汇金通  ,-0.007,12.99,0.051,5.007,0.01 ,-0.178,2.591,1.268,50.815,-6.743,17.697,19.997,5.007,172450,132724,24719,6468,80000,2645,82646,87631,45347,-3120,-2639,-1418,19492,3750,1069,-30,1039,876,22192,17502,7752,7752,236.37%,-9.14%,40.78%,1832233,232217.47,59.38,0.115,12.702,13.144,-15.081,43.357,98.578,66.667,1655436,-200.443,12.525,42966.957,-0.161,1.91
'600848',上海临港,0.002,21.75,0.0596,5.751,0.01 ,-0.982,3.786,0.867,47.075,19.208,-19.947,54.316,5.707,1396770,1008011,12231,27,415408,206356,621764,657535,423993,-109950,-17126,-18735,27955,11785,9607,6,9613,6674,110493,111992,50670,39955,120.88%,-9.37%,25.64%,4829787,1205363.25,45.31,-0.52,22.15,21.89,-1.328,17.767,93.333,33.333,29372138,-2313.235,22.893,14747.923,-0.362,0.38
'300024',机器人,-0.101,19.48,0.039,3.782,0.01 ,-0.204,1.699,0.977,67.921,5.07,20.465,33.885,3.769,880196,619288,118678,24686,192406,82285,274692,597841,265035,-31750,25044,9197,54317,17912,6950,80,7030,6087,160291,156024,151364,151364,108.94%,-9.61%,32.44%,16489528,3257911.75,51.56,-0.244,19.443,19.358,-13.069,44.743,96.953,41.667,19928256,-1164.328,20.112,78362.031,-0.646,2.65
'600744',华银电力,-0.079,3.27,0.02,1.694,0.01 ,0.417,2.745,-2.129,16.157,116.845,27.46,8.127,1.692,1867041,441014,1135923,81466,722372,854751,1577124,301667,488874,74360,-10128,25136,246387,16845,3182,193,3375,3062,-379137,178112,82763,82763,30.80%,-16.15%,32.92%,2548870,84825.95,54.69,-0.054,3.161,3.162,-14.916,49.222,100,50,84159192,-1336.329,3.207,13270.519,-0.526,0.57
'600400',红豆股份,-0.125,4.29,0.0184,1.666,0.01 ,-0.0336,0.297,0.29,83.804,51.303,20.881,24.504,1.633,546740,295921,40704,10000,82026,10,82035,458191,147718,-8501,64,2386,69299,16597,5925,-34,5890,4658,109669,253326,202989,202989,20.65%,-26.57%,44.53%,4190926,279116.28,45.31,-0.111,4.184,4.136,-17.975,28.599,99.01,41.667,52444004,-252.997,4.296,21817.008,-0.537,0.87
'600459',贵研铂业,-0.132,14.454,0.0587,5.667,0.01 ,-0.617,3.21,1.229,33.602,-29.358,0.0124,3.232,5.659,583018,463667,81140,7325,279267,91373,370640,195904,116742,-20933,-12314,-1451,385283,12120,3191,29,3220,1993,45337,33927,33927,33927,78.51%,-29.14%,36.83%,2663657,504359.22,51.56,-0.329,13.723,13.577,-23.577,40.707,97.39,41.667,26548216,-1718.079,14.175,16616.133,-0.506,4.114
'600525',长园集团,-0.295,17.36,0.0619,6.218,0.01 ,-0.145,1.623,2.667,37.719,83.327,34.971,46.458,6.151,2183885,916520,232075,61167,834690,463095,1297786,823732,215057,-19226,-50201,-915,157674,71910,9431,234,9665,8073,353220,132468,125344,125344,84.32%,-34.69%,57.51%,10568659,1781720.25,45.31,-0.533,16.308,15.942,-38.335,18.144,99.302,33.333,17785192,-907.507,17.19,65943.531,-0.607,7.46
'300721',怡达股份,0.33,31.07,0.108,10.539,0.01 ,-0.354,6.628,2.315,67.595,-8.503,16.627,14.363,10.508,127335,80595,20807,16926,36064,1425,37489,86072,53126,-2833,545,-2750,27141,3745,1059,-18,1041,867,20160,8015,2005,2005,792.74%,25.18%,43.50%,1589440,494105.28,57.81,0.492,32.254,32.766,15.116,60.956,14.99,50,528234,205.559,31.973,6471.453,0.336,7.74
'002826',易明医药,0.015,17.79,0.03,3.159,0.01 ,-0.113,1.181,0.89,83.256,10.675,15.693,68.606,3.158,73349,47836,16989,2388,12026,256,12282,61068,22411,-2154,-737,-1896,9073,6096,698,-1,697,615,18022,18972,10081,10081,281.86%,6.61%,44.49%,2841335,494029.44,53.13,0.076,17.267,17.692,-7.268,45.938,79.71,50,1715974,-89.341,17.071,40698.801,0.005,1.61
'300543',朗科智能,-0.073,28.67,0.06,5.205,0.01 ,-0.317,2.252,1.673,62.109,-70.954,-3.94,15.576,5.2,106367,84488,17895,2990,40064,240,40304,66064,27025,-3800,482,-4534,23052,3519,461,270,730,663,23678,12000,4260,4260,694.01%,-10.33%,55.74%,2956486,806274.94,53.13,0.187,28.315,27.996,-23.174,25.798,97.588,50,810739,96.247,28.624,21540.77,0.096,7.05
'300193',佳士科技,-0.135,6.99,0.0454,4.484,0.01 ,0.013,2.522,0.845,86.739,22.642,-0.633,34.249,4.482,265083,222105,34427,2667,32171,1936,34107,229929,127904,661,-30129,-31558,17555,5712,2821,6,2827,2302,45384,50714,45946,45946,56.99%,-20.03%,32.86%,2618392,193070.27,46.88,-0.182,6.88,6.832,-17.667,24.587,99.024,25,13571479,-669,7.128,22393.293,-0.57,1.34
