代码,名称,GB2,CLSOE2,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,流动资产,固定资产,无形资产,流动负债,长期负债,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,营业外收支,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,64组换手,64组涨幅,64组振幅,64组总量,64组总额,64组上涨%,MACD,BBI,MA,BIAS,KDJ,W&R,PSY,OBV,ASI,BOLL,VSTD,ADTM,ATR
'002724',海洋王,-0.086,6.7,0.0298,2.97,0.01 ,-0.121,0.286,1.528,90.564,38.857,30.162,70.46,2.97,196734,145788,40815,7886,18541,23,18564,178171,17150,-7239,-13342,-20801,21860,15199,2188,-5,2184,1788,91700,60000,27650,27650,41.86%,-22.85%,25.63%,1157474,94005.8,50,-0.08,6.486,6.51,-13.144,41.821,97.689,50,3255504,-356.809,6.559,8638.432,-0.372,1.04
'002718',友邦吊顶,-0.191,41.26,0.13,12.502,0.01 ,-0.75,5.133,5.501,81.777,-34.298,32.369,40.564,12.497,138254,62993,8731,7748,23458,134,23592,113060,44985,-6572,2069,-3753,11791,4722,992,304,1296,1137,51708,8763,2603,2603,70.08%,-29.86%,40.97%,182419,85124.3,46.88,-2.094,40.932,40.19,-19.313,33.005,98.507,41.667,901554,-1430.777,43.927,756.085,-0.63,8.87
'002004',华邦健康,-0.077,5.93,0.05,4.496,0.01 ,-0.0223,2.495,0.893,32.585,-33.76,33.231,35.566,4.228,2932414,1485732,437991,144193,1011607,582948,1594555,955528,507700,-4529,-23603,-93520,269736,93990,20704,195,20899,9608,222322,203483,172769,172769,31.58%,-30.04%,31.15%,5456054,362676.38,45.31,-0.165,5.786,5.764,-13.126,52.515,96.226,58.333,22067888,-773.423,5.944,26241.699,-0.641,0.94
'002157',正邦科技,-0.048,4.44,0.0276,2.734,0.01 ,-0.215,0.83,0.888,37.912,-47.842,7.289,9.536,2.628,1682850,565660,663669,30570,586644,421062,1007706,638011,193600,-50138,-32960,9311,495869,46774,6202,-1036,5166,6438,207354,233368,214076,214076,59.86%,-31.57%,33.27%,12814599,582407.88,40.63,-0.099,4.119,4.15,-12.596,52.505,92.632,58.333,20138570,-437.543,4.173,131031.102,-0.404,0.89
'600959',江苏有线,-0.186,6.2,0.03,3.474,0.01 ,0.102,1.663,0.64,42.102,-33.98,-0.958,28.455,2.843,3205412,855552,1749821,43811,896664,89906,986570,1349544,646043,39485,-66823,-28442,184828,52073,18195,2935,21130,13568,248734,388453,388453,388453,12.60%,-38.33%,43.12%,4896236,352907.25,42.19,-0.417,6.202,5.98,-16.588,12.489,99.119,41.667,6929441,-457.205,6.751,66808.531,-0.68,1.2
'002729',好利来,-0.157,35.61,0.06,6.231,0.01 ,-0.0942,2.675,2.235,94.285,9.561,8.304,41.524,6.19,44770,20080,17638,879,2488,71,2559,42212,17834,-628,-998,-1740,3873,1466,533,2,534,425,15572,6668,6668,6668,111.51%,-58.80%,68.64%,743569,296774.41,39.06,-4.317,34.216,33.384,-23.061,35.421,96.26,33.333,1025540,-408.543,36.643,12592.998,-0.37,10.69
'300670',大烨智能,0.565,34.86,0.0533,5.364,0.01 ,-0.246,2.693,1.51,79.233,73.394,17.617,26.532,5.364,73117,61487,6547,3023,14529,655,15184,57933,29082,-2656,5675,3019,5397,1369,674,-5,669,575,16304,10800,2700,2700,1026.22%,91.03%,112.19%,2770785,850200.38,62.5,1.924,33.607,34.088,3.905,79.101,5.85,66.667,1310850,203.131,32.311,21661.623,-0.014,1.7
'000157',中联重科,0.084,4.09,0.05,4.884,0.01 ,0.0582,1.688,1.989,44.434,345.514,20.58,25.329,4.882,8567377,6445990,571854,403959,2565921,2130294,4696215,3806827,1315354,45371,-253118,-90196,636046,156273,43867,1052,44919,37676,1550535,779405,761400,622580,19.99%,-3.80%,8.55%,12442376,520107.66,35.94,-0.035,4.081,4.07,-0.491,49.533,65.217,33.333,183624496,-821.328,4.123,46848.203,-0.254,0.06
'600460',士兰微  ,-0.105,14.99,0.024,2.561,0.01 ,-0.0481,0.619,0.819,46.825,-5.096,10.478,26.224,2.543,717708,335385,202230,11011,218135,110635,328770,336068,81178,-6315,-27568,48958,65060,16630,1573,18,1592,3114,107487,131206,124717,124717,438.19%,-4.48%,40.34%,54649264,8471712,51.56,-0.343,14.944,14.67,-16.637,19.655,95.349,41.667,88639176,-534.736,15.509,153142.016,0.031,2.87
'300735',光弘科技,-0.106,20.53,0.0608,4.588,0.01 ,-0.0281,2.734,0.752,86.712,-28.488,5.374,23.792,4.522,187652,122194,51347,5224,19981,4608,24589,162717,96979,-996,-5512,-6876,26934,6222,2512,36,2548,2157,26654,35468,8868,8868,760.23%,-16.56%,37.59%,6741762,1482037.13,54.69,-0.606,20.236,20.088,-10.401,46.364,91.96,50,656974,74.874,21.29,12139.46,-0.543,2.76
'000056',皇庭国际,-0.089,10.44,0.05,4.555,0.01 ,0.245,1.651,1.93,37.871,2.053,60.625,63.163,4.509,1413736,397969,5375,304,199769,628839,828608,535398,194044,28780,30162,54827,22059,13325,7945,34,7979,5327,226832,117535,52935,28611,48.92%,-19.19%,36.44%,1399568,152438.11,40.63,0.077,10.271,10.444,-0.478,89.01,11.2,58.333,21391196,-853.391,9.998,4062.722,0.176,0.13
'600025',华能水电,-0.067,3.265,0.02,2.207,0.01 ,0.134,1.05,0.128,24.046,-57.686,-9.632,44.758,2.204,16523018,569186,10500894,558579,3568352,8838025,12406377,3973215,1889240,241021,-107737,106612,296540,125561,53269,-5102,48167,33894,229679,1800000,180000,180000,206.86%,-34.22%,37.98%,37234280,1482523,34.38,-0.146,3.28,3.228,-8.545,21.707,100,25,14630540,-20.484,3.428,103737.563,-0.687,0.295
'002767',先锋电子,-0.077,20.694,0.0462,4.68,0.01 ,-0.215,1.915,1.404,87.312,-6.516,4.045,34.145,4.68,80404,73243,1355,657,9929,273,10202,70202,28725,-3228,4751,1493,6456,2175,699,82,781,693,21063,15000,12364,12364,96.74%,-14.07%,66.04%,1196030,238434.95,51.56,0.405,19.47,20.731,-27.109,42.237,99.036,58.333,3569000,-592.864,18.66,55007.855,-0.169,5.814
'002732',燕塘乳业,0.021,24.2,0.06,5.494,0.01 ,-0.144,2.03,2.099,70.734,-21.024,9.135,32.102,5.489,135561,33941,78862,2960,27832,10004,37835,95888,31941,-2270,-4840,-3207,25855,8079,1323,-58,1265,951,42473,15735,15562,15562,29.85%,-15.04%,17.54%,464473,117582.12,48.44,-0.365,23.911,23.82,-8.787,42.023,95.588,50,3764042,-823.708,24.501,1451.352,-0.339,2.55
'300593',新雷能,-0.17,21.22,0.05,4.811,0.01 ,0.143,1.96,1.704,71.128,16.338,-4.329,44.63,4.797,78967,56411,4506,2731,13938,8861,22799,56167,22651,1647,-6484,-3762,7204,3150,578,-4,574,555,20267,11554,6691,6691,186.86%,-21.24%,44.83%,1250285,284958.31,51.56,-0.494,20.951,20.88,-18.597,41.671,98.311,50,1194257,-330.841,21.847,3952.604,-0.506,4.18
'601038',一拖股份,-0.11,5.26,0.0486,4.911,0.01 ,-0.636,2.13,1.34,34.693,-25.121,-12.74,14.585,4.866,1395439,824946,296893,85270,758582,90371,848953,484112,209963,-62667,67266,-67086,232258,32458,3180,612,3791,4795,132117,98585,98585,59391,36.83%,-23.07%,29.93%,2187374,136999.36,48.44,-0.293,5.359,5.226,0.797,40.38,72.131,50,30492752,-472.835,5.78,12149.985,-0.414,0.08
'002915',中欣氟材,-0.08,37.75,0.0403,3.942,0.01 ,-0.185,1.431,1.27,67.256,46.309,48.265,20.897,3.942,68140,39885,24030,1863,21498,813,22312,45828,16022,-2076,-6748,-9197,9268,1897,181,361,542,451,15908,11200,2800,2800,1585.27%,-31.59%,43.02%,4438746,1602079,54.69,-0.753,35.035,34.772,-14.425,52.545,96.686,58.333,1007607,844.018,36.788,19835.463,-0.699,8.1
'601113',华鼎股份,-0.371,14.02,0.0251,4.902,0.01 ,0.0838,3.444,0.404,54.773,-26.842,22.342,11.586,4.899,517525,305270,137469,14778,162592,62884,225476,283462,149112,9334,-25378,10716,72784,8139,3381,0,3381,2798,45011,111383,64000,64000,18.46%,-50.25%,57.70%,1181243,159617.2,53.13,-0.544,12.963,12.576,-46.187,33.215,99.603,50,12979765,-460.619,13.874,8260.266,-0.823,7.17
'002806',华锋股份,1.506,40.72,0.0276,2.848,0.01 ,0.0132,0.289,1.417,57.568,8.524,14.891,20.018,2.828,67824,35466,21916,2722,25987,2703,28690,39045,3963,181,-2129,1378,10557,2035,442,13,455,377,19428,13711,5616,5616,386.04%,115.34%,144.57%,2168043,580006.69,54.69,5.765,33.333,38.4,21.016,95.667,0,91.667,1417472,133.833,24.021,56202.219,0.717,4.07
'000790',泰合健康,0.372,6.24,0.0094,1.445,0.01 ,-0.0539,0.0706,0.195,64.516,51.471,31.193,64.453,1.444,130844,101513,23323,2197,45044,1385,46429,84415,3958,-3017,7780,5825,13091,8277,918,179,1097,529,27295,56033,55975,55975,324.84%,55.73%,81.04%,18182668,1405543,54.69,0.155,6.762,6.784,16.162,55.306,10.233,50,42069296,-1026.33,6.673,186696.594,0.216,1.91
'600271',航天信息,0.057,24.66,0.0543,5.329,0.01 ,-0.564,0.209,3.708,52.419,-74.417,-0.288,19.688,5.309,1977392,1571028,95680,72353,491536,224865,716401,1036532,38938,-105112,-17165,-129229,547133,105865,37215,494,37709,10121,690561,186251,184681,184681,107.45%,29.85%,50.91%,19844536,4724159,54.69,0.491,24.906,25.092,-1.161,56.632,33.949,58.333,28753600,-1471.902,24.66,171882.547,-0.206,0.68
'600562',国睿科技,0.038,18.656,0.04,3.773,0.01 ,-0.237,1.035,1.526,67.493,-25.574,8.842,23.041,3.768,267619,248822,12292,2982,84950,2044,86994,180625,49527,-11340,-762,-13295,17461,3929,2096,6,2102,1753,73070,47873,32765,32765,127.37%,18.33%,80.27%,4173105,1000467.75,57.81,0.143,19.245,18.917,-12.465,8.71,94.842,25,10471439,-999.655,19.602,33836.324,-0.224,2.256
'002614',奥佳华,0.121,24.45,0.052,5.21,0.01 ,-0.224,2.113,2.1,58.364,50.232,33.367,36.39,5.106,500565,346245,60465,30146,171855,32599,204455,292148,118466,-12577,-5131,-4310,103397,37097,3201,87,3288,2845,117766,56070,30323,30323,58.53%,15.43%,39.40%,1774871,386138.53,56.25,0.499,23.007,23.284,-6.325,56.081,73.697,58.333,12196906,-467.767,22.17,29516.457,0.206,3.18
'000938',紫光股份,-0.13,49.807,0.239,24.387,0.01 ,0.834,20.209,2.82,59.4,-21.323,30.078,21.351,23.506,4279156,2067029,46347,372080,1172139,170831,1342970,2541829,2106400,86892,-71289,-46615,1011175,210447,52437,1219,53657,24863,293933,104230,20608,20608,214.32%,0.12%,47.86%,4416686,3124635.5,50,-0.873,49.799,48.82,-13.984,22.254,93.197,25,26421544,-3187.874,52.229,12604.27,-0.491,8.307
'002495',佳隆股份,0.115,3.5,0.012,1.216,0.01 ,0.0272,0.0587,0.109,92.242,84.438,40.611,44.377,1.215,124332,27355,38453,5375,5371,4274,9645,114687,5495,2549,-3242,-693,8659,3644,1255,57,1313,1124,11181,93563,68205,68205,41.24%,-7.01%,18.06%,2813001,95824.7,53.13,0.001,3.505,3.5,-1.288,43.411,78.261,41.667,19705912,-253.389,3.513,8080.149,0.217,0.06
'600488',天药股份,0.004,4.544,0.025,2.479,0.01 ,0.153,0.472,0.835,61.778,19.581,49.77,51.623,2.476,444547,199932,170992,6311,125198,2506,127704,274633,51510,16701,-4917,10617,62775,31304,4547,-24,4523,2685,95130,109189,96085,96085,19.78%,-11.09%,19.23%,1900702,87131.93,46.88,-0.028,4.468,4.483,-10.289,47.712,95.739,41.667,55400812,-981.241,4.505,16313.959,-0.509,0.534
'002850',科达利,-0.167,31.073,0.106,10.644,0.01 ,0.17,6.438,2.954,72.474,-46.86,14.287,16.919,10.62,314225,162924,80388,11320,76634,2824,79458,227731,142199,3561,-25747,-11895,39031,6342,2547,-1,2546,2228,66235,21000,9290,9290,82.01%,-15.35%,45.94%,761875,392437.03,46.88,-1.205,30.711,30.354,-13.693,43.816,94.298,50,-68824,-1147.997,32.267,4432.102,-0.518,5.113
'600116',三峡水利,-0.113,8.07,0.027,2.793,0.01 ,-0.0138,0.777,0.898,55.316,-44.607,5.853,16.315,2.793,501385,108260,270286,2421,99089,128360,227449,277348,77163,-1373,-1397,-2425,26237,4187,2899,97,2996,2706,89185,99301,99301,99301,55.12%,-16.54%,37.31%,5473406,457670.44,53.13,-0.206,7.925,7.826,-14.685,41.668,99.444,41.667,49304844,-659.215,8.317,20760.582,-0.508,1.37
'002751',易尚展示,-0.09,34.4,0.0349,5.96,0.01 ,-0.307,3.635,1.339,34.634,248.119,13.326,34.307,5.928,269162,94002,6782,84068,91684,87310,178994,93222,56202,-4747,-3726,41828,13660,4555,177,-13,164,493,21791,15460,9256,9256,80.28%,-19.63%,25.24%,742992,265430.75,46.88,-0.657,33.999,33.99,-13.254,38.132,98.846,41.667,3601371,-1882.432,34.874,5541.755,-0.648,4.8
'000970',中科三环,-0.133,11.75,0.04,3.988,0.01 ,0.193,0.405,2.36,71.213,-41.955,18.818,21.327,3.987,609933,446014,89637,8847,92411,5999,98409,434353,43191,20574,-9173,8580,94651,19695,7313,-8,7305,4219,260949,106520,106520,106520,139.74%,-20.75%,43.32%,14885474,1827656.88,50,-0.324,11.096,11.022,-17.4,47.615,98.969,25,98883272,-1383.5,11.445,89417.945,-0.59,2.65
'002198',嘉应制药,-0.253,10.42,0.0167,1.494,0.01 ,-0.0132,0.243,0.197,88.839,7.92,19.079,61.656,1.494,85353,35543,26227,7975,6004,3523,9527,75827,12341,-670,-219,-2723,9343,5533,927,19,946,846,10013,50751,46532,46532,23.32%,-48.44%,51.56%,1084929,128596.66,18.75,-0.637,10.738,10.368,-39.095,15.506,99.281,8.333,19523650,-730.858,11.681,18281.285,-0.976,4
'002774',快意电梯,0.19,8.823,0.0291,2.949,0.01 ,-0.0887,1.187,0.577,70.725,-44.811,-9.671,33.855,2.946,142780,114268,12572,7107,37264,4426,41691,100981,39752,-2969,-16847,-19936,15042,4917,1151,6,1157,973,21548,33480,8477,8477,191.05%,5.27%,18.30%,1619528,145814.08,59.38,0.051,8.922,9.122,5.43,68.965,10.645,58.333,1106661,-137.391,8.834,31781.701,0.296,0.877
'600038',中直股份,-0.091,43.68,0.12,12.426,0.01 ,-0.485,7.181,3.373,33.565,-0.491,2.544,14.175,12.199,2182337,1833564,231686,57058,1343312,76780,1420092,732502,423272,-28587,-4003,-37479,214102,29923,8885,75,8960,7066,198855,58948,58948,58948,89.35%,1.92%,52.71%,5266971,2317511,48.44,-0.892,44.648,43.368,-10.237,7.179,99.009,8.333,22889256,-4307.96,47.078,38613.352,-0.281,4.48
'300259',新天科技,-0.202,4.791,0.0154,1.55,0.01 ,-0.0486,0.0565,0.438,80.045,4.162,24.643,51.255,1.547,234268,162877,34450,7046,36343,1830,38173,187519,70774,-5714,-3372,-8810,12706,6328,1611,335,1945,1809,56798,117566,72327,72327,64.74%,-6.13%,48.51%,4682235,494449.09,53.13,-0.024,4.533,4.591,-21.989,51.8,97.843,50,10222487,-308.644,4.616,44984.531,-0.586,1.241
'600875',东方电气,-0.071,7.33,0.0691,9.351,0.01 ,-0.674,3.778,4.342,28.592,39.645,18.048,16.688,9.351,7733357,6621388,634309,83182,5087088,340723,5427811,2211100,882834,-157580,-4402,-132218,659414,102518,22765,365,23129,21362,1014579,309080,233690,199690,27.91%,-19.62%,25.50%,5572768,479715.91,42.19,-0.387,7.441,7.294,-0.662,39.979,85.161,41.667,49878440,-3231.232,7.94,35189.613,-0.553,0.11
'600353',旭光股份,-0.07,5.66,0.0193,2.002,0.01 ,0.0557,0.209,0.608,62.826,-15.535,-10.101,14.762,2,173281,133883,30232,3137,47400,1411,48812,108865,11376,3031,-2181,516,23396,3332,1570,6,1576,1048,33032,54372,54372,54372,66.28%,-21.62%,25.28%,3603532,214191.72,48.44,-0.129,5.64,5.6,-12.563,35.133,99.091,33.333,24951160,-651.347,5.816,12124.852,-0.618,0.74
'300306',远方信息,-0.328,13.41,0.07,6.673,0.01 ,-0.0764,3.923,1.533,88.378,-22.076,-2.906,61.242,6.664,223573,94817,26666,6855,16371,1928,18299,197589,112787,-2197,-8517,-10815,10145,6076,2098,13,2111,1911,49810,28747,13641,13641,137.37%,-38.61%,55.51%,1873865,291863.19,50,-0.807,13.218,12.888,-29.838,28.201,97.921,33.333,4646045,-1345.344,14.385,4479.462,-0.728,4.33
'002255',海陆重工,-0.122,7.45,0.0364,4.684,0.01 ,-0.319,2.562,1.004,44.4,48.565,141.264,19.1,4.683,720705,485798,67301,15817,360901,13183,374084,319992,153678,-26847,-2086,-12012,45945,8489,4392,-2,4390,3069,84577,84227,48894,48894,43.82%,-19.11%,39.65%,2142737,145093.75,50,-0.042,6.918,6.9,-26.959,52.87,97.992,58.333,20146548,-712.329,7.05,19037.771,-0.514,2.42
'600379',宝光股份,-0.114,8.51,0.0203,2.126,0.01 ,0.0911,0.0324,0.944,71.986,-22.455,11.698,21.148,2.114,69657,46103,21189,255,17401,2112,19514,50144,764,2148,-169,-89,16438,3348,584,15,599,480,22255,23586,23586,23586,45.00%,-24.60%,35.08%,1061276,93072.05,51.56,-0.209,8.375,8.322,-15.971,37.717,96.808,41.667,17001160,-1001.433,8.637,3028.682,-0.515,1.52
'603133',碳元科技,-0.18,26.096,0.04,4.246,0.01 ,0.0246,2.038,0.992,86.202,-38.725,-7.51,23.825,4.233,104233,76305,14862,2238,13801,487,14289,89852,42399,512,-1139,-1025,10952,2511,1102,-98,1004,857,22172,20800,11198,11198,108.28%,-28.35%,37.69%,1212516,331033.91,57.81,-0.763,25.516,25.271,-22.261,31.354,98.451,50,2849851,175.366,26.708,6617.092,-0.256,6.436
'002616',长青集团,-0.151,7.22,0.0296,2.857,0.01 ,-0.101,1.146,0.647,46.593,-20.667,-14.613,17.478,2.797,455378,143284,104691,43468,122595,120611,243205,212173,85092,-7473,-20528,24967,41547,6617,2511,1,2511,2017,48067,74276,45941,45941,39.95%,-33.45%,37.02%,1835187,143361.05,50,-0.286,7.094,6.958,-20.427,29.786,99.127,33.333,8929755,-538.81,7.506,10117.731,-0.606,1.65
'300737',科顺股份,-0.075,13.85,0.04,4.645,0.01 ,-0.131,3.009,0.515,72.651,18.153,37.68,35.845,4.642,394629,319748,34010,11206,104954,2972,107926,286703,183731,-8004,-19945,118167,39621,13733,2766,34,2800,2288,34524,61067,15267,15267,597.02%,-42.84%,40.21%,9114469,1443243.38,50,-0.389,13.693,13.6,-15.86,41.557,96.19,41.667,-627280,-86.543,14.177,24745.674,-0.504,2.44
'002445',中南文化,0.075,11.96,0.05,5.284,0.01 ,-0.329,3.154,1.15,56.061,27.772,-21.973,38.971,5.272,782095,340131,56885,10257,214273,129321,343594,438451,261717,-27259,1867,-30369,18802,7087,5029,158,5187,4161,95425,82978,75281,75281,45.04%,-11.61%,22.71%,3390518,424689.38,34.38,-0.134,12.037,11.962,-0.125,32.179,64.706,16.667,4418243,-507.123,12.222,18212.557,-0.581,0.11
'300636',同和药业,-0.128,27.63,0.0759,7.836,0.01 ,0.219,4.819,2.071,89.105,-55.486,10.063,25.486,7.836,72502,38050,19478,2234,5716,2183,7899,64603,39177,1783,-143,1412,7177,1779,699,3,703,607,17731,8130,4254,4254,140.41%,-16.16%,44.43%,597298,170705.75,56.25,-0.653,26.62,26.576,-16.848,45.657,97.177,50,119228,-218.518,27.661,5498.218,-0.41,5.63
'603042',华脉科技,-0.169,28.61,0.0612,6.377,0.01 ,-0.937,3.707,1.883,57.827,-69.283,12.49,21.76,6.377,152907,116515,16385,6169,64169,316,64485,88422,51408,-12994,-923,-9077,31960,6628,974,35,1008,833,26118,13867,10103,10103,220.02%,-17.23%,51.50%,2222825,594842.06,56.25,-0.245,26.354,26.44,-27.32,43.257,98.044,50,705556,86.872,26.985,20720.225,-0.224,9.56
'000038',深大通,0.127,19.02,0.0994,10.013,0.01 ,0.0224,8.251,0.691,95.023,-44.814,-0.409,12.252,10.01,572893,314952,10390,6477,26113,2443,28556,544382,431337,1173,-2798,-1625,45334,5372,6173,0,6173,5197,57028,52278,10567,10567,246.60%,-19.07%,39.11%,2605808,577591.06,43.75,-0.474,18.811,18.75,-1.07,45.631,72.222,50,6129305,-823.783,19.197,6895.392,-0.084,0.72
'600050',中国联通,-0.03,5.73,0.043,4.419,0.01 ,0.82,2.534,1.015,23.86,374.747,8.593,26.448,4.072,57464960,9364516,34987024,2525406,23603982,2766677,26370658,13710829,7863075,2545649,-1278246,1288242,7493506,1951042,384371,13445,397815,130206,3148842,3102781,2119660,2119660,46.88%,-28.30%,32.79%,99365608,5948601.5,40.63,-0.067,5.568,5.562,-14.847,33.998,98.387,50,651504768,-512.291,5.569,701012.313,-0.437,0.96
'603208',江山欧派,-0.154,32.24,0.12,11.809,0.01 ,-0.738,6.405,3.784,63.732,-51.019,10.304,27.775,11.809,157614,99374,19463,16781,35423,14541,49964,100450,51759,-5966,-45653,-51658,19921,5280,1080,0,1080,950,35595,8082,3082,3082,71.51%,-30.13%,36.61%,220364,80861.3,48.44,-1.721,32.448,31.538,-16.439,25.669,98.812,25,367373,-377.663,35.197,1550.497,-0.724,5.82
'002606',大连电瓷,-0.135,6.505,0.021,2.21,0.01 ,0.144,0.305,0.806,63.93,-71.164,-8.672,28.804,2.209,141820,85275,37105,11791,40511,10152,50663,90665,12407,5883,-244,2422,18694,4952,896,161,1057,857,33439,40750,40192,40192,475.86%,-47.00%,51.62%,19125550,1623309.63,35.94,-0.427,6.637,6.552,-9.89,36.206,81.271,41.667,6393859,-166.888,7.027,112702.492,-0.484,0.825
'300377',赢时胜,-0.102,14.96,0.0343,3.52,0.01 ,-0.0923,2.151,0.356,91.172,70.859,84.835,81.989,3.516,298791,144115,51616,126,18413,1862,20275,272415,159653,-6855,-12518,-14437,14394,11722,2836,0,2836,2544,37560,74238,50457,50457,403.03%,15.48%,69.30%,20335968,3097185.5,57.81,-0.18,15.289,15.252,-11.723,39.758,94.156,50,14734067,-47.308,15.82,83723.773,-0.18,1.56
'300311',任子行,-0.054,8.726,0.0253,2.709,0.01 ,-0.277,0.739,0.895,54.641,8.764,-2.73,40.992,2.69,226105,87703,17653,1767,75105,21388,96492,123545,33704,-12632,-2703,-15565,21407,8499,1527,-34,1494,1154,40814,45607,23754,23754,210.02%,-5.80%,39.14%,4988774,698904.94,50,-0.184,8.964,8.837,-11.194,26.101,89.831,33.333,11572897,-311.259,9.363,19583.998,0.011,1.026
'002286',保龄宝,-0.003,9.35,0.04,4.065,0.01 ,0.092,2.168,0.794,66.981,1.206,3.074,13.997,4.05,229037,87773,96659,14083,71897,3510,75407,153412,80068,3398,-6530,1680,38685,5039,1673,1,1674,1427,32641,36926,32864,32864,32.96%,-9.99%,23.67%,1083176,111918.67,46.88,-0.246,9.448,9.392,-1.538,59.386,57.303,50,7459923,-793.194,9.75,5067.475,-0.677,0.15
'300619',金银河,-0.133,35.62,0.05,5.554,0.01 ,-0.0902,2.521,1.717,47.346,8.304,104.601,26.728,5.531,88859,62580,7023,4969,38643,8134,46777,42071,18826,-673,-1976,1542,10207,2636,285,205,490,394,13419,7468,3046,3046,388.62%,-12.78%,46.51%,1183832,444726.19,51.56,-0.519,36.142,36.33,-10.337,47.745,93.796,41.667,-230009,-313.984,37.103,9008.651,-0.451,3.41
'000153',丰原药业,-0.118,7.79,0.0361,3.843,0.01 ,0.0522,1.598,1.02,43.257,22.123,35.516,32.044,3.8,281679,157126,78586,11851,154359,5473,159833,121847,50661,1656,-89,451,71289,21908,2101,18,2119,1144,32349,31708,31198,31198,79.17%,-15.56%,37.89%,2469793,199950.47,50,-0.141,7.634,7.612,-18.715,43.237,97.99,41.667,33080100,-1236.196,7.908,11934.259,-0.625,1.59
'300239',东宝生物,-0.12,5.16,0.0149,1.568,0.01 ,-0.0292,0.33,0.182,72.002,20.445,28.755,21.361,1.568,102309,35249,48743,7095,23363,5281,28644,73664,15227,-1344,-437,968,9900,1991,833,0,833,689,9790,46087,44493,44493,42.64%,-18.63%,35.88%,1897150,103491.58,53.13,-0.121,5.12,5.08,-19.208,25.278,97.959,50,10292217,-423.952,5.312,19913.23,-0.303,1.04
'600023',浙能电力,-0.018,5.17,0.04,4.495,0.01 ,0.122,1.771,1.319,54.66,-41.654,17.688,6.396,4.472,11185658,2295936,5627511,216795,1712430,2549915,4262345,6114023,2409231,165745,-171298,-108805,1291270,72480,75267,-817,74450,57283,1794613,1360069,1360069,1360069,8.09%,-20.00%,22.37%,11006153,615396.63,40.63,-0.114,5.095,5.06,-7.056,47.989,100,50,89145032,-201.339,5.219,26449.178,-0.588,0.45
'000595',宝塔实业,-0.058,4.92,0.01,0.919,0.01 ,-0.0507,0.621,-0.661,35.202,21.571,-22.691,20.687,0.919,199642,103012,47414,14577,97548,24335,121883,70278,47458,-3878,-1098,-4817,9615,1866,532,540,1072,627,-50541,76428,74475,74475,39.21%,-22.41%,31.08%,2919880,132567.23,57.81,-0.02,4.682,4.624,-21.915,39.306,96.599,66.667,34289512,-827.559,4.761,29239.65,-0.38,1.3
'600137',浪莎股份,-0.213,19.07,0.046,4.95,0.01 ,-0.135,3.516,0.32,76.182,29.738,42.234,19.521,4.942,63169,49604,8207,4045,14910,136,15046,48123,34180,-1312,-7721,-9042,4950,912,526,-9,517,449,3107,9722,9722,9722,112.83%,-36.34%,47.55%,1096873,232937.7,53.13,-0.833,18.519,18.278,-22.488,43.352,98.415,41.667,8892923,-1740,19.51,2687.115,-0.762,4.85
'600756',浪潮软件,0.063,18.855,0.06,6.589,0.01 ,-0.271,3.235,2.082,75.976,-10.386,-28.911,58.117,6.583,285968,179308,18525,14312,64977,3672,68649,217266,104834,-8797,13406,4603,20711,11942,2023,0,2022,2008,71211,32410,32410,32410,378.87%,17.24%,73.29%,12279046,2348017.75,54.69,0.257,19.479,19.216,-9.494,13.487,91.363,33.333,48193176,-1225.445,19.507,145403.141,0.112,1.855
