symbol,inputdata,revenuedata
300153,-0.44505,0.73029
300153,-0.05894,-0.00516
300153,0.20986,0.9101
300153,0.2028,0.35021
300153,-0.34943,0.34664
300153,0.31943,0.10034
300153,-0.09663,0.3457
300154,-0.475,0.43837
300154,-0.08148,0.01883
300154,0.47005,0.14283
300154,0.2451,-0.11151
300154,0.10794,-0.39525
300154,0.06712,-0.03398
300154,-0.06645,0.10896
300155,-0.4952,0.79318
300155,-0.18593,1.30577
300155,0.28699,1.50389
300155,-0.48623,1.15696
300155,-0.22702,0.94672
300155,-0.0295,0.41645
300155,-0.35359,0.54102
300156,-0.30519,2.74398
300156,-0.29244,2.05921
300156,-0.01549,0.66702
300156,0.90849,2.14525
300156,0.22773,0.81457
300156,-0.4362,1.87745
300156,-0.3617,1.09327
300157,-0.11691,0.93727
300157,0.20414,0.87706
300157,-0.25737,1.32475
300157,-0.24275,1.01474
300157,-0.02734,1.56294
300157,-0.28314,1.55332
300157,0.04597,0.60448
300158,0.19709,0.06529
300158,-0.45443,-0.06002
300158,0.21024,0.16278
300158,0.07627,0.0863
300158,0.32052,0.29417
300158,0.10337,0.25537
300158,-0.14383,0.2473
300159,-0.43754,4.44755
300159,-0.44963,3.71793
300159,0.27114,4.22017
300159,-0.58694,4.04186
300159,-0.36948,4.69005
300159,0.11227,1.60504
300159,-0.18464,3.73876
300160,0.16728,0.212
300160,-0.54674,0.25875
300160,0.12673,0.39272
300160,0.09272,0.24349
300160,0.18388,0.23663
300160,-0.75348,-0.0532
300160,-0.02914,-0.0873
300161,0.06703,0.98176
300161,0.08654,0.49646
300161,0.29565,1.06079
300161,-0.29143,0.93405
300161,0.6315,0.64027
300161,0.2943,0.24472
300161,-0.20989,0.21725
300162,0.03846,0.98427
300162,0.03455,0.6848
300162,0.04045,-1
300162,0.25846,0.44845
300162,0.01449,0.62018
300162,0.34787,0.33105
300162,-0.27357,0.32094
300162,-0.13504,0.22985
300163,0.10751,0.12262
300163,-0.03482,0.19292
300163,0.2493,0.5221
300163,-0.48738,0.26348
300163,-0.33795,-0.0498
300163,-0.0444,0.08058
300163,-0.07144,-0.01473
300164,-0.03272,3.48008
300164,-0.29814,2.88066
300164,0.29852,5.27495
300164,-0.4378,3.51827
300164,0.39301,-0.04484
300164,-0.08198,-0.18145
300164,-0.10418,0.63943
300165,-0.31685,0.13166
300165,-0.27975,-0.05143
300165,0.39905,-0.1004
300165,-0.12599,-0.10913
300165,-0.28233,0.0818
300165,-0.45838,0.10676
300165,-0.20945,0.30676
300166,0.09335,-0.05935
300166,-0.01156,-0.08829
300166,0.35359,0.22237
300166,0.02361,0.2729
300166,0.18203,0.394
300166,0.01029,0.43935
300166,-0.28783,0.43522
300167,-0.28338,0.58423
300167,-0.23576,0.15103
300167,0.09906,1.37288
300167,-0.30421,1.82325
300167,0.06215,4.00067
300167,0.0569,0.97129
300167,-0.02406,0.5323
300168,0.0331,1.36797
300168,0.48824,1.8055
300168,0.68326,1.64482
300168,0.04044,1.05885
300168,-0.47032,0.47298
300168,-0.08564,0.47771
300168,-0.05341,1.16141
300169,-0.23685,0.37419
300169,-0.40451,0.04149
300169,0.03206,0.30009
300169,0.27556,0.48106
300169,0.06461,0.59745
300169,-0.25323,0.41295
300169,-0.20408,0.22406
300170,0.0847,0.34638
300170,0.12588,0.2348
300170,-0.15595,0.14119
300170,-0.44369,0.15929
300170,-0.24392,0.25443
300170,-0.01007,0.44379
300170,0.00553,0.37549
300171,-0.30614,0.12511
300171,0.05736,0.10433
300171,0.06238,0.08279
300171,-0.33107,0.12344
300171,-0.40127,0.03352
300171,-0.12158,-0.28893
300171,-0.12444,-0.25816
300172,-0.00974,1.68132
300172,-0.15755,2.32046
300172,0.30652,1.68455
300172,0.01104,1.62033
300172,-0.24018,1.17032
300172,-0.37331,0.72556
300172,-0.16376,0.44152
300173,-0.20917,0.50191
300173,-0.19891,0.57639
300173,0.16133,2.52593
300173,0.37098,0.06849
300173,-0.36721,1.6919
300173,-0.05228,2.25253
300173,-0.1988,2.44278
300174,0.03964,0.45342
300174,-0.50002,0.207
300174,0.10042,0.05263
300174,0.01224,0.26896
300174,0.2831,0.71839
300174,0.67055,0.154
300174,-0.48467,0.08055
300175,0.4081,0.21096
300175,-0.46535,-1
300175,0.4816,-0.18903
300175,0.07655,0.10436
300175,0.19618,1.52456
300175,-0.14799,0.00292
300175,0.18832,-0.18487
300175,0.0264,0.23482
300176,-0.0551,-0.04929
300176,0.28938,0.29785
300176,-0.09501,0.14875
300176,0.23767,0.07637
300176,0.11032,0.11425
300176,-0.0078,-0.06775
300176,0.49836,0.36146
300177,0.19832,0.65416
300177,0.36758,0.79127
300177,0.53287,1.16669
300177,-0.51928,1.02429
300177,-0.03772,0.82146
300177,0.08621,0.54441
300177,0.03446,0.41081
300178,0.12773,0.15513
300178,-0.058,0.08436
300178,1.0165,0.35017
300178,-0.4889,0.44273
300178,0.01495,0.8272
300178,-0.09472,0.30198
300178,-0.03038,0.40364
300179,-0.10685,0.08684
300179,0.15309,-1
300179,-0.2246,0.10146
300179,-0.34465,0.04582
300179,0.08649,0.32917
300179,-0.15703,0.03763
300179,0.10559,0.15336
300179,0.07798,0.37031
300180,-0.12197,0.26575
300180,0.2046,0.41531
300180,-0.0033,0.5451
300180,0.10025,0.43341
300180,-0.4405,0.20882
300180,0.04381,-1
300180,-0.03553,0.27958
300180,-0.10949,0.3062
300181,-0.0482,0.48165
300181,-0.1714,0.11991
300181,0.30307,0.18244
300181,0.10487,0.1358
300181,-0.38891,0.03009
300181,-0.00473,0.21036
300181,-0.20285,0.1924
300182,-0.39831,-0.16562
300182,0.21356,-0.11222
300182,0.24096,-0.10073
300182,-0.58979,-0.30446
300182,0.18606,0.00574
300182,-0.31853,1.52542
300182,-0.01168,1.59092
300183,0.24108,0.09942
300183,-0.45242,-0.10244
300183,0.39148,0.04333
300183,0.14196,0.53589
300183,-0.47158,0.2423
300183,0.21323,0.62692
300183,-0.05844,0.91141
300184,0.01683,0.42357
300184,-0.33441,0.24763
300184,0.39971,0.23735
300184,-0.11833,0.21748
300184,0.77748,0.33119
300184,-0.00228,0.27678
300184,-0.01917,1.77381
300199,-0.08905,0.31576
300199,-0.05769,0.15607
300199,0.03531,0.05103
300199,-0.09402,0.32479
300200,0.07982,0.14129
300200,0.17129,0.15411
300200,-0.45842,0.01185
300200,0.2878,0.19434
300200,-0.05106,0.11686
300200,0.0973,0.03162
300200,-0.22041,0.2941
300201,0.15779,0.79296
300201,-0.47246,0.61036
300201,-0.45709,0.83441
300201,0.19513,0.80216
300201,0.69529,0.42354
300201,0.24887,0.84741
300201,-0.04114,0.14749
300202,0.18071,1.89264
300202,-0.24929,1.90664
300202,-0.37915,2.03436
300202,-0.40576,0.81162
300202,-0.04971,1.5245
300202,0.16335,0.05767
300202,-0.01684,0.40972
300202,-0.03101,-1
300203,-0.0255,-0.7675
300203,0.14989,0.63402
300203,0.22593,0.42814
300203,0.10215,0.35959
300203,-0.0907,0.99523
300203,0.03784,0.73125
300203,0.01528,0.75851
300204,0.10553,0.45957
300204,-0.28983,0.52227
300204,-0.25212,0.27535
300204,-0.08761,0.30324
300204,-0.06312,0.39941
300204,-0.28011,0.2242
300204,-0.07394,0.14857
300205,0.08844,0.003
300205,-0.27118,0.45538
300205,0.37685,0.49335
300205,-0.49773,0.12902
300205,-0.18324,0.10693
300205,0.05116,0.14065
300205,-0.20058,0.0547
300206,-0.04719,0.07479
300206,0.25898,-0.03169
300206,0.32137,0.08354
300206,-0.2401,0.03469
300206,-0.2335,0.36804
300206,-0.62189,0.16697
300206,-0.09977,0.10248
300207,0.2483,0.01903
300207,0.06079,0.17499
300207,0.8838,0.42411
300207,0.32648,0.56111
300207,-0.38517,0.64398
300207,-0.04314,0.53084
300207,0.00952,0.46844
300208,0.08652,0.64872
300208,-0.35038,0.55344
300208,-0.18997,0.20212
300208,0.52747,1.11695
300208,0.52264,0.7528
300208,0.00359,-0.2823
300208,0.07529,0.04531
300209,0.01729,-0.03337
300209,0.37658,0.09809
300209,0.52415,0.02379
300209,0.21515,0.00296
300209,-0.211,0.91523
300209,0.05874,0.75443
300209,-0.06758,0.37393
300210,0.02797,-0.07074
300210,-0.2507,-0.3715
300210,0.00044,0.0261
300210,-0.48077,0.05148
300210,-0.15316,0.02543
300210,0.28122,-0.03922
300210,-0.54794,-0.34256
300211,0.00121,-0.19927
300211,-0.03158,0.18265
300211,0.1404,0.38231
300211,-0.20202,0.57288
300211,-0.29648,0.20721
300211,-0.49157,0.1229
300211,-0.14369,-0.01739
300212,-0.11055,-0.18254
300212,-0.32403,0.55673
300212,-0.0274,0.63285
300212,-0.13828,0.13673
300212,0.07787,0.58501
300212,-0.17384,0.37238
300213,-0.27634,1.4112
300213,0.423,0.00798
300213,-0.03318,0.25386
300213,-0.00243,0.40624
300213,-0.00484,0.50089
300213,-0.12972,-0.16322
300214,0.23443,0.44038
300214,-0.21391,0.20204
300214,-0.01596,0.12267
300214,-0.49592,0.38834
300214,0.09532,0.32261
300214,-0.05079,0.19074
300214,0.06299,-1
300214,-0.1094,0.32174
300215,0.3751,0.00676
300215,-0.31754,0.26318
300215,0.34797,0.29322
300215,-0.51846,0.38689
300215,0.00389,0.12611
300215,0.36646,0.1267
300215,-0.13626,0.42235
300216,0.12926,0.59208
300216,-0.42402,1.18439
300216,-0.12982,0.4008
300216,0.25109,-0.10254
300216,-0.39949,-0.27088
300216,-0.16509,-0.41764
300216,-0.1904,-0.14726
300217,0.51177,0.13025
300217,-0.49903,0.11035
300217,0.49141,0.04155
300217,0.07265,0.10454
300217,-0.17113,0.05094
300217,-0.73498,0.12628
300217,-0.01464,0.24113
300218,0.06149,0.0826
300218,-0.44397,0.11238
300218,-0.02353,0.1787
300218,0.11714,0.15515
300218,0.00552,0.18462
300218,0.29443,0.1792
300218,-0.17245,0.10112
300219,0.3381,0.27218
300219,0.13783,0.33076
300219,0.38815,0.34238
300219,-0.20621,0.40454
300219,0.21018,0.41021
300219,0.10214,0.25698
300219,0.09925,0.3488
300220,-0.07498,0.45404
300220,0.26898,0.05124
300220,-0.18294,0.53049
300220,0.83881,0.4823
300220,0.12364,0.27286
300220,-0.16349,0.20303
300220,-0.18977,-0.15216
300221,0.07058,0.25056
300221,-0.41023,0.3127
300221,0.03327,0.32081
300221,0.26497,0.25691
300221,-0.46248,0.4223
300221,0.43929,0.27837
300221,-0.161,0.50832
300222,0.14382,0.17083
300222,-0.07928,0.93079
300222,0.03704,0.30474
300222,0.08881,0.95558
300222,-0.20303,0.83879
300222,-0.08072,0.39065
300222,0.14162,0.47132
300223,0.20498,-0.09941
300223,-0.21804,0.01104
300223,0.59732,0.0372
300223,0.20319,-0.04894
300223,-0.3981,0.27556
300223,0.79351,0.73533
300223,-0.10839,0.11614
300224,0.50234,0.39625
300224,-0.29755,-0.01909
300224,0.2857,0.55386
300224,0.39687,0.58093
300224,-0.21347,1.0166
300224,0.0908,0.15323
300224,0.2837,0.66905
300225,0.07773,-0.12896
300225,-0.32415,0.00913
300225,0.00544,0.37088
300225,-0.53165,0.33038
300225,-0.35927,0.23198
300225,-0.03243,0.28139
300225,0.03914,0.13512
300226,0.13959,0.12294
300226,-0.43536,0.46367
300226,2.11834,0.39149
300226,-0.27859,0.52075
300226,-0.34515,0.74756
300226,-0.03051,0.79961
300226,0.06347,0.34485
300227,0.10208,0.21526
300227,0.2447,0.41302
300227,-0.15947,0.31158
300227,0.06073,0.4993
300241,0.01202,0.26453
300241,0.04128,0.24518
300242,0.13741,0.67738
300242,-0.10507,0.23425
300242,0.44873,0.51157
300242,0.14302,0.31068
300242,0.37139,0.43429
300242,0.29168,0.26388
300242,-0.02778,-0.08869
300243,0.03224,0.45163
300243,-0.26419,0.2006
300243,-0.02352,0.21522
300243,-0.46442,0.38317
300243,0.17678,0.21129
300243,-0.00795,0.19562
300243,-0.1785,0.16105
300244,0.2234,0.49428
300244,-0.15317,0.50937
300244,0.2721,0.47844
300244,-0.5148,0.47349
300244,-0.33757,0.47243
300244,-0.451,0.56211
300244,-0.00147,-1
300244,-0.11932,0.22093
300245,0.26348,0.07805
300245,-0.46513,0.60956
300245,0.58259,0.27426
300245,0.07507,0.23466
300245,-0.33608,0.09429
300245,-0.16765,0.6373
300245,-0.1065,0.4198
300246,-0.41497,0.17657
300246,-0.3533,0.34888
300246,-0.13476,0.05934
300246,-0.24568,-0.11711
300246,0.3955,0.04562
300246,-0.14104,0.0483
300247,0.1729,-0.81068
300247,-0.00473,0.39611
300247,-0.13116,-0.14221
300247,-0.4709,-0.01634
300247,-0.0075,-0.05184
300247,-0.3131,-0.09546
300247,-0.19721,0.00543
300248,-0.46457,0.04387
300248,0.66716,-0.2676
300248,-0.22716,0.06842
300248,-0.26349,-0.08965
300248,-0.13095,0.15034
300248,-0.03126,0.52442
300249,0.05744,1.37436
300249,-0.36562,0.4649
300249,-0.08792,5.9826
300249,0.49412,0.66009
300249,-0.48177,0.82643
300249,-0.12576,1.5122
300250,-0.38366,0.37658
300250,0.54325,0.0727
300250,0.08657,0.60668
300250,0.00594,-0.2177
300250,-0.48815,1.30167
300250,-0.21607,0.96146
300251,-0.48711,0.56131
300251,0.82061,0.21094
300251,-0.15038,0.34349
300251,-0.01922,0.30514
300251,-0.03723,-0.40192
300251,-0.04422,-0.31125
300252,0.13925,0.22138
300252,-0.11157,0.50571
300252,0.1247,0.44991
300252,-0.43372,0.02852
300252,0.07319,-0.02375
300252,-0.16283,0.14682
300253,-0.30924,0.51407
300253,1.41111,0.87772
300253,-0.1264,0.86707
300253,-0.19548,0.736
300253,-0.24526,0.70384
300253,-0.61218,0.51234
300254,0.0053,0.45303
300254,0.74699,0.10398
300254,0.16816,0.2159
300254,-0.15786,0.20789
300254,-0.17053,0.37327
300254,0.00323,-1
300254,-0.27,0.27327
300255,-0.29909,0.07367
300255,0.49504,0.2854
300255,-0.04344,-0.01018
300255,-0.42957,0.12731
300255,0.02158,0.22248
300255,0.01122,0.01053
300256,-0.37462,-0.01635
300256,0.03797,-1
300256,-0.06753,1.03434
300256,0.03317,0.32972
300256,-0.09332,0.46974
300256,-0.32821,0.1582
300256,-0.14819,-0.11691
300257,-0.42492,0.0752
300257,-0.06596,0.20236
300257,-0.03815,0.08384
300257,-0.35275,0.22633
300257,0.07417,0.21535
300257,-0.01084,-1
300257,-0.07667,0.15636
300258,-0.29698,0.1116
300258,-0.12154,0.05639
300258,0.09632,0.05398
300258,-0.2386,0.07511
300258,-0.04056,0.012
300258,0.01094,-0.0277
300259,0.01904,-1
300259,-0.34072,0.33336
300259,0.09738,0.49726
300259,-0.32307,0.28553
300259,-0.33389,0.50408
300259,0.16962,0.3252
300259,-0.08741,0.30147
300260,-0.33286,0.07256
300260,0.13343,0.38463
300260,0.2224,0.27321
300260,0.07116,0.19058
300260,0.07493,0.10327
300260,-0.57206,0.1468
300261,-0.05242,0.08135
300261,-0.35555,-0.03097
300261,0.11787,0.40525
300261,-0.21498,-0.14891
300261,-0.34211,0.39991
300261,-0.00171,-1
300261,-0.10563,0.2179
300262,0.06267,2.81433
300262,-0.39975,0.36923
300262,-0.02222,0.91892
300262,-0.39987,0.25126
300262,0.26262,2.08986
300262,-0.5045,2.00398
300263,-0.51073,0.48563
300263,0.43347,0.76089
300263,-0.17208,0.36269
300263,-0.077,0.50714
300271,0.28571,1.3496
300271,0.18372,1.0375
300271,-0.02384,1.27662
300271,-0.0577,1.05387
300272,0.16553,0.55139
300272,-0.14509,0.51919
300272,0.21679,0.45997
300272,-0.14521,0.50402
300272,-0.1557,0.47809
300272,-0.21372,0.286
300273,0.00754,0.55095
300273,-0.26508,0.28191
300273,-0.35453,0.16983
300273,-0.15558,-0.1535
300273,0.30231,0.36702
300273,-0.19823,-0.14039
300274,-0.04896,0.3112
300274,0.55068,2.66932
300274,-0.38092,0.1009
300274,0.00344,0.44046
300274,-0.17535,-1
300274,-0.00994,-0.25608
300274,0.22314,0.83963
300275,0.21248,0.25275
300275,-0.05899,0.28861
300275,-0.22098,0.43936
300275,0.05571,-0.24934
300275,-0.15605,0.99681
300275,-0.38793,-0.47284
300276,-0.19559,0.14091
300276,-0.20774,-0.0038
300276,-0.19308,-0.03152
300276,1.03889,0.76913
300276,-0.10408,1.06252
300276,-0.08553,0.05724
300277,-0.47772,1.04725
300277,0.32328,0.18008
300277,0.18133,0.98079
300277,0.05542,0.60376
300277,-0.62397,0.88103
300277,-0.15952,0.58034
300277,-0.00514,-1
300278,-0.45819,0.51996
300278,0.01061,0.91185
300278,0.43876,-0.01471
300278,0.35343,0.27548
300278,0.34846,-0.14145
300278,0.06502,0.05835
300279,-0.46552,0.06026
300279,0.17627,0.3149
300279,-0.11294,0.53371
300279,0.33375,0.05949
300279,0.08634,0.36608
300279,-0.71475,-0.00757
300280,-0.08647,0.26259
300280,0.08387,-0.06758
300280,0.14574,0.07565
300280,0.31176,0.42729
300280,-0.13124,0.0762
300280,-0.08709,0.08848
300281,-0.00702,1.38538
300281,-0.47795,1.1389
300281,0.34823,0.76571
300281,-0.26773,0.92605
300281,0.03657,0.85605
300281,-0.21683,0.2276
300282,0.19427,0.82094
300282,0.54641,-0.07966
300282,0.28876,0.35984
300282,0.18433,-0.08496
300282,-0.16007,0.01398
300282,-0.16827,0.16668
300283,-0.14969,0.25225
300283,-0.17459,0.2602
300283,-0.1742,0.24897
300283,-0.35827,0.32659
300283,0.13464,0.40816
300283,-0.17227,0.43179
300284,0.02978,0.17968
300284,-0.13119,0.61818
300284,-0.54933,0.48026
300284,0.03186,0.32525
300284,0.03755,0.51054
300284,0.08226,0.35577
300285,0.47802,0.13498
300285,0.61501,0.17973
300285,0.29193,1.13159
300285,-0.02924,0.83285
300285,0.12093,0.65275
300285,-0.49414,0.5904
300286,-0.51759,0.40931
300286,0.45569,0.72093
300286,-0.04213,0.45714
300286,-0.07674,0.16004
300286,0.13354,0.32384
300286,-0.23855,0.3316
300287,0.50581,0.08792
300287,0.24442,0.21697
300287,-0.56145,0.34509
300287,0.21057,0.40236
300287,-0.05878,0.62771
300287,-0.14344,0.46545
300288,0.69426,0.02585
300288,-0.24948,-0.05344
300288,0.25245,-0.25877
300288,-0.13525,0.50326
300288,-0.16206,0.10411
300288,0.31875,1.50727
300289,0.61405,0.19109
300289,0.40323,0.24471
300289,0.19945,0.53767
300289,0.11731,0.03726
300289,-0.12829,0.05266
300289,-0.10178,0.26142
300290,-0.03695,1.63539
300290,-0.20636,1.31919
300290,-0.00266,0.33013
300290,-0.076,0.50336
300290,0.01002,0.39142
300290,0.0244,0.00232
300291,0.13008,0.51769
300291,-0.44801,0.49015
300291,-0.45824,2.00246
300291,-0.30302,-0.18554
300291,-0.03927,0.13521
300291,-0.07144,0.27994
300292,-0.0831,0.28709
300292,-0.03694,0.47575
300292,-0.32564,0.03496
300292,0.0353,0.13617
300292,0.35589,0.07605
300292,-0.14411,0.34134
300293,-0.02135,0.09662
300293,-0.12329,0.31384
300293,-0.27388,0.43563
300293,-0.01594,0.37556
300293,0.01409,-0.6414
300293,-0.14184,8.48691
300294,0.00797,0.00837
300294,0.21682,0.00034
300294,0.10108,0.11633
300294,0.17212,0.16659
300294,0.45986,0.28202
300294,-0.44109,0.4237
300295,0.20863,0.41843
300295,0.30521,0.58271
300295,0.03793,0.11845
300295,-0.3679,0.19194
300295,-0.11608,0.18784
300295,0.03056,0.31581
300296,-0.06302,0.05707
300296,0.54473,0.4609
300296,-0.32743,0.88986
300296,0.02598,0.64975
300296,0.23947,0.14472
300296,-0.57972,0.22766
300297,-0.10383,-0.11298
300297,-0.12078,-0.27174
300297,0.08444,-0.06443
300297,-0.38919,0.20601
300297,-0.08981,0.19379
300297,-0.11214,0.76061
300298,0.41032,-0.1322
300298,0.23863,0.05478
300298,-0.46389,0.40406
300298,0.0218,0.45312
300298,-0.16965,-0.09882
300298,-0.07312,0.10758
300299,0.04337,0.81894
300299,0.05501,0.49099
300299,-0.15873,1.49498
300299,0.37016,1.0931
300299,-0.02438,0.29009
300299,-0.3579,-0.45896
300300,0.52534,0.53214
300300,-0.3667,0.68854
300300,-0.04049,0.65251
300300,-0.19018,0.76185
300300,-0.01781,-0.17339
300300,-0.02464,0.25059
300300,-0.02098,-1
300301,0.13696,0.3294
300301,0.52255,0.67155
300301,-0.09138,0.25925
300301,-0.40572,1.96911
300301,0.00138,0.36699
300301,-0.02336,0.16952
300302,0.20122,1.09923
300302,0.73962,1.10197
300302,-0.33755,1.37408
300302,-0.12747,1.57746
300302,-0.45017,1.53974
300302,-0.30901,-0.14559
300302,-0.00958,-1
300303,0.10262,0.15519
300303,0.76861,0.30487
300303,-0.32292,0.25958
300303,0.00744,0.01974
300303,0.03946,0.34668
300303,-0.53514,0.21721
300304,-0.05258,-0.03461
300304,0.1596,-0.10731
300304,0.19816,0.14317
300304,-0.00437,0.04992
300304,0.02495,0.02769
300304,-0.29548,-0.03902
300305,0.13666,0.10557
300305,-0.43999,0.31602
300305,0.04232,0.12305
300305,-0.22639,0.17152
300305,-0.52372,0.0693
300305,-0.1479,0.16841
300306,0.1884,-0.00108
300306,0.357,0.2496
300306,0.01138,0.36368
300306,-0.39913,-0.01254
300306,-0.25094,-0.89815
300306,0.10112,0.09455
300306,0.01484,0.36081
300307,-0.09108,-0.29539
300307,0.44602,0.65413
300307,-0.10562,0.2117
300307,-0.01043,0.44694
300307,-0.19812,0.58536
300307,-0.06469,0.15291
300308,-0.02975,-0.32864
300308,-0.29588,0.11698
300308,-0.10062,-0.4832
300308,-0.0241,0.24498
300308,-0.04196,3.49023
300308,0.07155,2.84653
300309,0.36388,-0.48025
300309,-0.06205,0.24082
300309,0.08806,0.41171
300309,-0.13682,0.31596
300309,0.08861,0.67139
300309,-0.15505,-0.1286
300310,0.16521,0.21009
300310,0.17434,0.23743
300310,0.02766,0.33193
300310,0.77607,0.2364
300310,-0.18096,0.20283
300310,-0.49035,0.18164
300311,0.03944,0.376
300311,0.7271,0.7954
300311,-0.36568,0.29646
300311,-0.17778,0.2448
300311,-0.40577,0.38396
300311,-0.03705,0.08944
300312,-0.22584,-0.78892
300312,-0.08656,-0.42089
300312,-0.02956,0.80404
300312,0.12091,0.18859
300312,-0.51202,0.93869
300312,0.01618,0.07899
300313,-0.08868,0.307
300313,0.34696,0.88464
300313,0.13292,1.00087
300313,-0.31064,0.83109
300313,-0.17877,-0.42255
300313,-0.1577,0.62382
300314,0.17653,-0.21664
300314,-0.40538,-0.32389
300314,0.20084,-0.07714
300314,-0.22384,-0.22543
300314,-0.08099,-0.21488
300314,-0.13387,-0.13761
300315,0.08752,0.30441
300315,-0.41911,0.32366
300315,-0.44256,0.5344
300315,-0.25458,0.10776
300315,-0.13582,-0.12327
300315,-0.21575,-0.18862
300316,-0.15748,-0.54262
300316,-0.37337,-0.06737
300316,-0.06717,-0.06395
300316,0.24695,0.13764
300316,0.36795,0.35907
300316,0.1302,0.19183
300317,-0.23511,-0.65891
300317,0.57616,-0.13309
300317,0.14508,-0.11111
300317,-0.04905,-0.27005
300317,0.38637,1.2263
300325,-0.10977,0.31844
300326,-0.00415,0.07701
300326,0.12061,0.07416
300326,-0.5258,0.42616
300326,-0.27439,0.53518
300326,0.20973,0.3642
300326,-0.14899,0.36244
300327,-0.09619,0.50996
300327,0.3977,0.46419
300327,0.08117,0.15091
300327,-0.07496,0.36778
300327,0.03063,0.17905
300327,-0.28015,-0.01486
300328,-0.05135,0.18981
300328,-0.02258,0.23468
300328,0.34512,0.2759
300328,0.25837,0.39087
300328,-0.51388,0.53161
300328,0.07972,0.13522
300329,0.18034,-0.83633
300329,-0.09388,0.11343
300329,-0.48523,0.13331
300329,0.37804,0.15258
300329,-0.03735,0.042
300329,-0.28426,0.16507
300329,-0.15158,0.26336
300330,-0.04769,-0.00997
300330,-0.01713,0.00656
300330,-0.31804,0.02785
300330,0.2161,-0.11439
300330,0.1883,0.5689
300330,-0.20232,0.38486
300331,0.44871,0.60078
300331,0.05911,-1
300331,0.21661,0.15615
300331,-0.20898,0.03049
300331,0.08323,-0.13065
300331,0.02634,-0.18112
300331,-0.00353,0.18005
300332,0.06423,0.17334
300332,0.12218,0.53552
300332,0.00197,0.32952
300332,0.06023,0.0707
300332,-0.09163,0.00489
300332,-0.3051,0.171
300333,-0.0051,0.18833
300333,0.2523,0.45543
300333,0.35048,0.44248
300333,0.58298,0.34566
300333,-0.1336,0.09689
300333,-0.18215,0.16744
300334,-0.14393,-0.09373
300334,-0.05589,0.26377
300334,-0.11388,0.40231
300334,-0.14512,-0.15081
300334,0.22114,1.06499
300334,0.10549,0.59365
300335,0.00182,0.15721
300335,0.14202,0.1918
300335,-0.13695,0.11042
300335,-0.08232,-0.05009
300335,0.00277,0.62315
300335,-0.03775,0.3644
300336,-0.10107,-0.23911
300336,0.17382,0.19583
300336,-0.11114,0.66501
300336,-0.36627,0.55788
300336,-0.26958,-0.21161
300336,0.0677,0.15764
300337,0.50037,0.29967
300337,-0.39357,0.03828
300337,0.23145,0.04733
300337,0.18308,0.1307
300337,0.13095,0.06192
300338,-0.31384,0.52816
300338,-0.19195,0.76645
300338,-0.49507,-0.14809
300338,-0.00405,0.05701
300338,-0.15974,1.64815
300339,-0.01163,0.27969
300339,-0.33356,0.23107
300339,-0.23945,0.10978
300339,0.4373,0.06491
300339,-0.03868,-0.02361
300339,-0.60752,0.02814
300340,-0.49805,0.21382
300340,0.13281,0.25654
300340,-0.01498,0.21047
300340,1.68517,0.25962
300340,-0.13847,0.29729
300341,0.32018,0.28778
300341,-0.46677,0.05405
300341,-0.14835,0.32666
300341,-0.52796,0.53247
300341,-0.13629,0.21623
300342,0.43191,0.1288
300342,0.27923,0.17362
300342,0.45732,0.46862
300342,-0.28542,-0.0225
300342,-0.34782,0.00846
300343,0.20381,0.68096
300343,-0.50042,1.30644
300343,0.24429,0.49428
300343,-0.80356,1.24068
300343,-0.01571,0.55466
300344,-0.36196,18.17003
300344,-0.27608,5.49958
300344,-0.02285,19.49863
300344,0.06024,1.5784
300344,-0.01566,0.793
300345,0.05531,-0.03318
300345,0.25235,-0.11394
300345,0.65949,0.46934
300345,0.05756,-1
300345,0.10726,-0.1031
300345,-0.27934,0.08165
300346,-0.35584,0.05728
300346,0.04777,0.61333
300346,-0.01368,0.08715
300346,0.7464,0.10308
300346,-0.10992,1.2489
300347,-0.23934,0.21846
300347,-0.15236,-0.00329
300347,-0.37168,-0.02563
300347,0.07274,0.0611
300347,0.03714,0.09155
300348,0.42073,0.03388
300348,0.74,0.92444
300348,-0.30906,0.22584
300348,-0.42678,0.81334
300348,-0.11355,0.81522
300349,0.12258,0.40624
300349,-0.17115,0.29021
300349,0.4355,0.83234
300349,0.12185,0.45295
300349,0.02389,0.21347
300350,0.14637,-0.89359
300350,0.36061,1.02153
300350,0.04718,1.11673
300350,-0.07994,-0.00779
300350,0.06756,-0.08241
300350,-0.47262,0.44563
300351,-0.03986,0.89624
300351,-0.14324,0.70755
300351,-0.03374,0.24768
300351,0.09925,0.29347
300351,-0.20726,0.57272
300352,-0.19888,0.30978
300352,-0.48574,0.27838
300352,-0.13553,0.43875
300352,-0.51848,0.41034
300352,-0.69715,0.70931
300353,-0.10929,0.50713
300353,-0.41799,0.53818
300353,0.2737,0.37468
300353,0.02159,0.80447
300353,-0.0613,0.63988
300354,-0.14013,1.34889
300354,-0.06602,1.499
300354,-0.4647,1.40974
300354,0.16972,1.48928
300354,-0.18925,0.98119
300355,-0.18396,6.76151
300355,-0.47843,2.69481
300355,-0.07599,1.54108
300355,-0.51731,7.02089
300355,-0.30406,6.7928
300355,0.00969,-1
300356,-0.23388,-0.06689
300356,0.31988,0.5974
300356,-0.10111,0.76721
300356,0.05998,0.75219
